order_id,order_date,category,product_name,quantity,unit_price,total_amount,state,customer_satisfaction,delivery_days
ORD-02419,2023-12-25,Home & Kitchen,Home & Kitchen_Product_37,3,237.76,713.28,New Jersey,3,3
ORD-02420,2024-01-15,Books,Books_Product_40,3,33.87,101.61,New York,4,3
ORD-02421,2023-08-09,Clothing,Clothing_Product_16,3,45.9,137.7,Washington,3,3
ORD-02422,2024-02-24,Sports,Sports_Product_35,3,111.06,333.18,Virginia,4,4
ORD-02423,2023-05-04,Clothing,Clothing_Product_17,1,72.95,72.95,Massachusetts,5,6
ORD-02424,2024-02-26,Home & Kitchen,Home & Kitchen_Product_34,4,419.49,1677.96,Massachusetts,4,5
ORD-02425,2023-08-19,Books,Books_Product_36,2,16.5,33.0,New Jersey,5,4
ORD-02426,2024-11-20,Toys,Toys_Product_30,2,29.8,59.6,New Jersey,5,7
ORD-02427,2023-03-04,Home & Kitchen,Home & Kitchen_Product_23,1,93.56,93.56,Pennsylvania,4,5
ORD-02428,2024-04-29,Clothing,Clothing_Product_46,2,183.86,367.72,Michigan,5,3
ORD-02429,2024-09-19,Clothing,Clothing_Product_14,2,129.21,258.42,Michigan,5,4
ORD-02430,2024-12-03,Beauty,Beauty_Product_36,1,14.57,14.57,Virginia,5,3
ORD-02431,2024-07-27,Electronics,Electronics_Product_13,4,1039.32,4157.28,Washington,4,3
ORD-02432,2024-04-27,Sports,Sports_Product_45,3,240.38,721.14,Washington,5,5
ORD-02433,2024-06-02,Home & Kitchen,Home & Kitchen_Product_2,4,277.82,1111.28,Texas,4,7
ORD-02434,2023-06-04,Electronics,Electronics_Product_17,1,1103.21,1103.21,New Jersey,5,4
ORD-02435,2023-04-02,Home & Kitchen,Home & Kitchen_Product_45,1,384.94,384.94,Illinois,5,4
ORD-02436,2024-06-09,Clothing,Clothing_Product_39,3,127.43,382.29,California,4,3
ORD-02437,2024-03-30,Sports,Sports_Product_45,4,174.14,696.56,Pennsylvania,5,7
ORD-02438,2024-08-20,Home & Kitchen,Home & Kitchen_Product_46,1,180.03,180.03,Arizona,4,3
ORD-02439,2024-10-06,Clothing,Clothing_Product_28,1,111.79,111.79,North Carolina,5,3
ORD-02440,2024-05-24,Beauty,Beauty_Product_21,3,71.83,215.49,Georgia,4,6
ORD-02441,2023-07-02,Toys,Toys_Product_10,1,74.2,74.2,Illinois,4,5
ORD-02442,2024-01-21,Toys,Toys_Product_19,3,49.96,149.88,New Jersey,4,6
ORD-02443,2024-07-27,Beauty,Beauty_Product_30,2,9.44,18.88,North Carolina,4,4
ORD-02444,2024-02-09,Beauty,Beauty_Product_36,4,95.33,381.32,Virginia,5,4
ORD-02445,2023-09-03,Toys,Toys_Product_34,2,34.95,69.9,Florida,4,6
ORD-02446,2024-08-13,Clothing,Clothing_Product_3,4,151.36,605.44,Arizona,4,1
ORD-02447,2024-10-22,Clothing,Clothing_Product_36,2,98.45,196.9,Massachusetts,4,6
ORD-02448,2024-10-11,Beauty,Beauty_Product_22,4,37.43,149.72,Georgia,4,1
ORD-02449,2024-04-15,Sports,Sports_Product_5,1,140.67,140.67,Washington,4,4
ORD-02450,2024-02-27,Books,Books_Product_48,1,6.92,6.92,Illinois,3,2
ORD-02451,2023-03-06,Toys,Toys_Product_8,3,38.1,114.3,Illinois,3,6
ORD-02452,2023-01-13,Sports,Sports_Product_11,3,250.38,751.14,Massachusetts,3,3
ORD-02453,2023-08-01,Electronics,Electronics_Product_2,2,1319.13,2638.26,Virginia,4,5
ORD-02454,2023-08-30,Sports,Sports_Product_18,1,172.02,172.02,North Carolina,4,3
ORD-02455,2024-05-07,Electronics,Electronics_Product_10,1,1754.51,1754.51,New Jersey,4,5
ORD-02456,2023-08-01,Clothing,Clothing_Product_11,3,45.85,137.55,Georgia,4,6
ORD-02457,2024-11-23,Clothing,Clothing_Product_7,3,164.95,494.85,Florida,4,5
ORD-02458,2023-12-04,Beauty,Beauty_Product_9,2,17.39,34.78,Michigan,3,4
ORD-02459,2023-06-22,Electronics,Electronics_Product_14,1,593.2,593.2,Ohio,5,4
ORD-02460,2024-11-02,Books,Books_Product_41,1,21.68,21.68,Florida,4,4
ORD-02461,2023-06-13,Clothing,Clothing_Product_1,2,62.69,125.38,California,4,7
ORD-02462,2024-04-09,Sports,Sports_Product_13,4,285.39,1141.56,Virginia,5,6
ORD-02463,2024-05-11,Beauty,Beauty_Product_1,4,104.42,417.68,New Jersey,4,2
ORD-02464,2024-11-30,Electronics,Electronics_Product_20,3,1953.39,5860.17,Illinois,3,1
ORD-02465,2024-01-30,Home & Kitchen,Home & Kitchen_Product_31,4,483.66,1934.64,Florida,3,7
ORD-02466,2024-12-03,Sports,Sports_Product_47,1,70.07,70.07,California,2,7
ORD-02467,2023-11-04,Sports,Sports_Product_18,3,268.73,806.19,Ohio,5,2
ORD-02468,2023-07-02,Beauty,Beauty_Product_22,4,30.65,122.6,Michigan,3,4
ORD-02469,2024-09-20,Clothing,Clothing_Product_1,2,98.03,196.06,Arizona,5,4
ORD-02470,2024-05-24,Books,Books_Product_46,4,24.43,97.72,Virginia,4,6
ORD-02471,2024-12-08,Home & Kitchen,Home & Kitchen_Product_35,2,462.11,924.22,North Carolina,4,4
ORD-02472,2024-06-29,Beauty,Beauty_Product_1,4,123.31,493.24,Pennsylvania,3,1
ORD-02473,2024-07-17,Sports,Sports_Product_13,2,214.39,428.78,Ohio,2,4
ORD-02474,2024-09-15,Home & Kitchen,Home & Kitchen_Product_9,3,164.31,492.93,Arizona,4,6
ORD-02475,2024-08-16,Home & Kitchen,Home & Kitchen_Product_3,1,186.56,186.56,North Carolina,4,8
ORD-02476,2023-08-15,Home & Kitchen,Home & Kitchen_Product_43,3,462.09,1386.27,California,5,4
ORD-02477,2024-03-11,Sports,Sports_Product_41,2,233.54,467.08,Florida,4,5
ORD-02478,2024-02-26,Books,Books_Product_8,3,31.15,93.45,Massachusetts,4,5
ORD-02479,2024-07-07,Beauty,Beauty_Product_7,3,75.26,225.78,Georgia,3,5
ORD-02480,2023-01-21,Electronics,Electronics_Product_21,2,1709.32,3418.64,Georgia,3,5
ORD-02481,2024-07-07,Clothing,Clothing_Product_3,3,42.36,127.08,Georgia,3,10
ORD-02482,2024-02-01,Electronics,Electronics_Product_22,3,1337.37,4012.11,Georgia,3,3
ORD-02483,2024-09-16,Beauty,Beauty_Product_37,4,45.21,180.84,Virginia,4,5
ORD-02484,2023-04-15,Clothing,Clothing_Product_32,1,173.47,173.47,Ohio,4,2
ORD-02485,2023-07-11,Clothing,Clothing_Product_44,2,14.31,28.62,Illinois,4,5
ORD-02486,2023-01-17,Clothing,Clothing_Product_45,3,84.25,252.75,California,5,5
ORD-02487,2023-04-30,Beauty,Beauty_Product_7,2,69.5,139.0,Ohio,5,7
ORD-02488,2024-01-28,Electronics,Electronics_Product_14,1,390.3,390.3,Illinois,5,7
ORD-02489,2024-02-29,Toys,Toys_Product_18,4,10.83,43.32,New Jersey,3,2
ORD-02490,2023-05-09,Electronics,Electronics_Product_32,1,1836.81,1836.81,Virginia,4,4
ORD-02491,2023-05-10,Electronics,Electronics_Product_36,4,1255.76,5023.04,Pennsylvania,4,6
ORD-02492,2024-07-25,Books,Books_Product_44,1,23.03,23.03,California,4,8
ORD-02493,2024-07-13,Electronics,Electronics_Product_49,2,1558.33,3116.66,Arizona,4,7
ORD-02494,2023-01-29,Toys,Toys_Product_29,1,46.79,46.79,New Jersey,3,4
ORD-02495,2023-04-07,Books,Books_Product_31,2,26.76,53.52,Massachusetts,4,6
ORD-02496,2023-01-10,Beauty,Beauty_Product_17,4,9.36,37.44,Texas,4,5
ORD-02497,2023-08-30,Clothing,Clothing_Product_15,4,32.46,129.84,Massachusetts,4,2
ORD-02498,2023-08-20,Home & Kitchen,Home & Kitchen_Product_17,1,251.18,251.18,Washington,4,4
ORD-02499,2023-10-11,Sports,Sports_Product_26,2,161.79,323.58,Washington,3,6
ORD-02500,2024-12-15,Books,Books_Product_1,1,36.73,36.73,Washington,3,6
ORD-02501,2024-12-26,Electronics,Electronics_Product_44,1,319.0,319.0,Florida,4,2
ORD-02502,2023-07-19,Books,Books_Product_12,3,9.87,29.61,North Carolina,4,5
ORD-02503,2023-03-20,Clothing,Clothing_Product_38,3,76.07,228.21,Virginia,4,5
ORD-02504,2023-06-22,Electronics,Electronics_Product_31,4,1026.38,4105.52,Texas,4,1
ORD-02505,2024-04-11,Clothing,Clothing_Product_22,2,62.44,124.88,Florida,4,2
ORD-02506,2024-08-03,Electronics,Electronics_Product_37,2,1655.78,3311.56,North Carolina,5,5
ORD-02507,2024-02-20,Toys,Toys_Product_3,2,44.9,89.8,Georgia,2,4
ORD-02508,2024-03-24,Clothing,Clothing_Product_37,1,188.89,188.89,Michigan,5,9
ORD-02509,2023-03-28,Beauty,Beauty_Product_39,2,85.22,170.44,Arizona,4,6
ORD-02510,2023-04-11,Electronics,Electronics_Product_11,3,419.01,1257.03,Florida,4,4
ORD-02511,2023-01-08,Toys,Toys_Product_23,2,38.89,77.78,New Jersey,4,8
ORD-02512,2023-07-19,Beauty,Beauty_Product_18,3,48.0,144.0,Georgia,4,4
ORD-02513,2024-05-19,Books,Books_Product_8,2,31.79,63.58,New York,3,2
ORD-02514,2023-03-28,Electronics,Electronics_Product_14,4,797.85,3191.4,Ohio,4,5
ORD-02515,2023-02-12,Home & Kitchen,Home & Kitchen_Product_13,1,362.53,362.53,Arizona,5,4
ORD-02516,2024-01-20,Home & Kitchen,Home & Kitchen_Product_20,3,449.14,1347.42,Illinois,3,1
ORD-02517,2024-09-12,Sports,Sports_Product_8,3,247.46,742.38,New York,3,5
ORD-02518,2024-03-10,Books,Books_Product_37,3,37.93,113.79,Ohio,4,7
ORD-02519,2024-02-12,Clothing,Clothing_Product_47,3,71.94,215.82,Florida,3,5
ORD-02520,2024-04-27,Clothing,Clothing_Product_27,4,172.45,689.8,Illinois,4,6
ORD-02521,2024-10-25,Home & Kitchen,Home & Kitchen_Product_6,3,219.66,658.98,Michigan,4,7
ORD-02522,2023-01-17,Home & Kitchen,Home & Kitchen_Product_41,4,178.02,712.08,Texas,4,4
ORD-02523,2024-10-06,Clothing,Clothing_Product_19,1,198.47,198.47,California,3,3
ORD-02524,2023-05-28,Home & Kitchen,Home & Kitchen_Product_2,2,305.09,610.18,Florida,4,6
ORD-02525,2023-10-04,Home & Kitchen,Home & Kitchen_Product_37,4,488.02,1952.08,Arizona,4,6
ORD-02526,2023-08-20,Sports,Sports_Product_7,4,211.36,845.44,Arizona,4,4
ORD-02527,2024-01-01,Toys,Toys_Product_29,2,69.59,139.18,Ohio,5,5
ORD-02528,2023-08-16,Books,Books_Product_38,4,23.32,93.28,Michigan,3,1
ORD-02529,2024-10-12,Clothing,Clothing_Product_9,1,69.27,69.27,Florida,4,4
ORD-02530,2024-03-11,Home & Kitchen,Home & Kitchen_Product_48,1,99.08,99.08,New York,4,7
ORD-02531,2024-02-03,Home & Kitchen,Home & Kitchen_Product_16,4,153.97,615.88,Georgia,4,4
ORD-02532,2023-07-30,Clothing,Clothing_Product_11,3,116.4,349.2,Florida,4,3
ORD-02533,2024-01-26,Toys,Toys_Product_47,3,26.3,78.9,Florida,2,6
ORD-02534,2024-05-13,Sports,Sports_Product_48,3,264.73,794.19,Arizona,5,6
ORD-02535,2024-06-23,Sports,Sports_Product_17,3,159.86,479.58,New Jersey,3,5
ORD-02536,2024-07-16,Beauty,Beauty_Product_7,1,126.71,126.71,Texas,4,6
ORD-02537,2024-05-05,Clothing,Clothing_Product_49,1,78.59,78.59,New Jersey,4,4
ORD-02538,2024-03-17,Toys,Toys_Product_10,2,44.34,88.68,Arizona,4,5
ORD-02539,2023-09-18,Clothing,Clothing_Product_21,3,26.25,78.75,Massachusetts,3,6
ORD-02540,2023-12-16,Clothing,Clothing_Product_7,3,64.42,193.26,California,4,5
ORD-02541,2023-12-18,Toys,Toys_Product_30,1,44.19,44.19,Massachusetts,4,2
ORD-02542,2024-06-03,Electronics,Electronics_Product_15,4,1612.56,6450.24,Georgia,3,6
ORD-02543,2023-11-16,Electronics,Electronics_Product_4,4,607.22,2428.88,Massachusetts,4,2
ORD-02544,2023-05-18,Electronics,Electronics_Product_9,1,1543.46,1543.46,Virginia,3,3
ORD-02545,2024-07-03,Beauty,Beauty_Product_2,1,17.78,17.78,Georgia,5,7
ORD-02546,2024-09-14,Clothing,Clothing_Product_27,1,12.84,12.84,Virginia,4,6
ORD-02547,2024-01-03,Electronics,Electronics_Product_44,3,695.28,2085.84,Texas,5,7
ORD-02548,2023-08-08,Sports,Sports_Product_22,1,230.33,230.33,Arizona,4,4
ORD-02549,2023-12-03,Beauty,Beauty_Product_17,2,84.12,168.24,New York,4,1
ORD-02550,2023-08-11,Beauty,Beauty_Product_24,3,119.28,357.84,California,4,3
ORD-02551,2024-10-09,Home & Kitchen,Home & Kitchen_Product_46,3,57.09,171.27,Ohio,3,8
ORD-02552,2023-12-26,Electronics,Electronics_Product_30,2,1162.61,2325.22,Massachusetts,5,6
ORD-02553,2023-11-25,Electronics,Electronics_Product_29,3,1075.35,3226.05,Arizona,3,6
ORD-02554,2024-04-07,Home & Kitchen,Home & Kitchen_Product_28,1,86.52,86.52,Texas,4,6
ORD-02555,2024-07-14,Electronics,Electronics_Product_41,4,293.46,1173.84,California,1,4
ORD-02556,2024-01-17,Clothing,Clothing_Product_33,2,98.55,197.1,Massachusetts,4,4
ORD-02557,2024-08-12,Home & Kitchen,Home & Kitchen_Product_7,3,235.76,707.28,Illinois,4,7
ORD-02558,2024-09-08,Books,Books_Product_34,1,20.72,20.72,Georgia,4,6
ORD-02559,2023-06-18,Clothing,Clothing_Product_43,4,91.84,367.36,Virginia,4,6
ORD-02560,2023-08-05,Clothing,Clothing_Product_10,1,163.49,163.49,Illinois,4,5
ORD-02561,2024-01-13,Books,Books_Product_26,3,8.55,25.65,New York,4,3
ORD-02562,2023-04-29,Books,Books_Product_13,4,43.36,173.44,New York,4,4
ORD-02563,2023-07-09,Clothing,Clothing_Product_28,1,128.17,128.17,Florida,4,5
ORD-02564,2024-01-05,Clothing,Clothing_Product_47,1,24.19,24.19,North Carolina,4,4
ORD-02565,2023-05-29,Electronics,Electronics_Product_37,2,1996.14,3992.28,Florida,4,4
ORD-02566,2024-11-06,Home & Kitchen,Home & Kitchen_Product_24,4,262.94,1051.76,Illinois,3,1
ORD-02567,2024-10-13,Beauty,Beauty_Product_12,2,27.46,54.92,Massachusetts,3,7
ORD-02568,2024-05-02,Toys,Toys_Product_7,4,10.09,40.36,Michigan,4,5
ORD-02569,2024-01-09,Books,Books_Product_34,4,18.96,75.84,Ohio,3,4
ORD-02570,2024-11-23,Electronics,Electronics_Product_22,2,1698.24,3396.48,Massachusetts,4,5
ORD-02571,2023-06-09,Clothing,Clothing_Product_13,4,48.31,193.24,Massachusetts,4,3
ORD-02572,2023-12-17,Sports,Sports_Product_30,1,174.53,174.53,Texas,3,6
ORD-02573,2023-10-15,Beauty,Beauty_Product_10,4,108.73,434.92,Florida,4,2
ORD-02574,2023-10-15,Clothing,Clothing_Product_10,2,29.89,59.78,Texas,4,2
ORD-02575,2023-08-14,Beauty,Beauty_Product_4,2,108.65,217.3,Washington,4,3
ORD-02576,2024-06-06,Books,Books_Product_43,2,27.3,54.6,Florida,3,5
ORD-02577,2024-06-05,Clothing,Clothing_Product_47,3,127.03,381.09,Florida,2,4
ORD-02578,2023-09-30,Home & Kitchen,Home & Kitchen_Product_4,3,55.13,165.39,California,3,10
ORD-02579,2024-02-06,Clothing,Clothing_Product_10,2,157.28,314.56,Texas,4,2
ORD-02580,2023-07-02,Clothing,Clothing_Product_14,4,173.11,692.44,New Jersey,4,4
ORD-02581,2024-10-26,Electronics,Electronics_Product_12,4,1811.89,7247.56,Texas,5,5
ORD-02582,2024-05-02,Electronics,Electronics_Product_32,2,1144.77,2289.54,Massachusetts,2,5
ORD-02583,2023-05-04,Home & Kitchen,Home & Kitchen_Product_31,1,367.23,367.23,Virginia,3,6
ORD-02584,2024-09-17,Home & Kitchen,Home & Kitchen_Product_11,4,260.48,1041.92,Washington,4,2
ORD-02585,2024-02-18,Home & Kitchen,Home & Kitchen_Product_24,3,305.15,915.45,Georgia,4,4
ORD-02586,2024-12-25,Electronics,Electronics_Product_20,2,1841.16,3682.32,Georgia,3,4
ORD-02587,2023-06-21,Home & Kitchen,Home & Kitchen_Product_47,2,153.01,306.02,New Jersey,3,5
ORD-02588,2023-10-15,Electronics,Electronics_Product_38,4,1847.4,7389.6,North Carolina,5,5
ORD-02589,2024-03-10,Toys,Toys_Product_31,3,55.7,167.1,Michigan,5,1
ORD-02590,2024-11-16,Electronics,Electronics_Product_24,1,1748.02,1748.02,Illinois,3,2
ORD-02591,2023-04-23,Beauty,Beauty_Product_49,3,104.97,314.91,New Jersey,4,7
ORD-02592,2023-05-02,Clothing,Clothing_Product_35,3,84.62,253.86,New York,3,3
ORD-02593,2024-06-27,Books,Books_Product_8,4,26.18,104.72,California,5,7
ORD-02594,2023-08-10,Electronics,Electronics_Product_36,2,57.8,115.6,Pennsylvania,3,3
ORD-02595,2024-09-22,Electronics,Electronics_Product_2,3,445.71,1337.13,Florida,5,3
ORD-02596,2023-02-08,Toys,Toys_Product_48,4,23.87,95.48,Pennsylvania,4,6
ORD-02597,2024-05-11,Home & Kitchen,Home & Kitchen_Product_36,2,182.29,364.58,Washington,4,7
ORD-02598,2023-08-21,Toys,Toys_Product_47,1,13.85,13.85,North Carolina,5,3
ORD-02599,2024-06-13,Books,Books_Product_19,1,34.73,34.73,Pennsylvania,3,4
ORD-02600,2023-05-29,Clothing,Clothing_Product_48,4,112.6,450.4,Ohio,3,4
ORD-02601,2024-02-01,Beauty,Beauty_Product_18,2,85.21,170.42,Florida,3,4
ORD-02602,2024-10-22,Electronics,Electronics_Product_7,4,1511.85,6047.4,Ohio,3,1
ORD-02603,2024-09-29,Books,Books_Product_35,2,29.27,58.54,Pennsylvania,4,1
ORD-02604,2023-10-29,Clothing,Clothing_Product_24,4,193.24,772.96,Virginia,3,3
ORD-02605,2023-12-26,Sports,Sports_Product_45,3,150.98,452.94,New York,1,4
ORD-02606,2023-08-26,Clothing,Clothing_Product_13,1,141.46,141.46,Massachusetts,3,7
ORD-02607,2024-10-08,Electronics,Electronics_Product_23,4,934.04,3736.16,Michigan,4,6
ORD-02608,2024-10-24,Books,Books_Product_5,1,8.63,8.63,North Carolina,3,4
ORD-02609,2023-08-24,Clothing,Clothing_Product_21,4,69.09,276.36,Michigan,3,2
ORD-02610,2023-07-22,Clothing,Clothing_Product_31,1,180.42,180.42,Pennsylvania,3,2
ORD-02611,2023-09-13,Home & Kitchen,Home & Kitchen_Product_32,2,384.55,769.1,Michigan,5,4
ORD-02612,2024-08-20,Electronics,Electronics_Product_47,1,375.24,375.24,New Jersey,3,6
ORD-02613,2024-10-23,Clothing,Clothing_Product_14,2,125.45,250.9,New York,5,2
ORD-02614,2023-08-23,Home & Kitchen,Home & Kitchen_Product_39,4,285.27,1141.08,Massachusetts,4,5
ORD-02615,2023-12-11,Electronics,Electronics_Product_3,2,354.58,709.16,Washington,5,6
ORD-02616,2024-06-17,Sports,Sports_Product_28,3,194.33,582.99,North Carolina,3,3
ORD-02617,2024-04-10,Sports,Sports_Product_9,1,187.19,187.19,Pennsylvania,4,3
ORD-02618,2024-06-24,Home & Kitchen,Home & Kitchen_Product_19,1,253.37,253.37,Ohio,4,6
ORD-02619,2023-08-01,Sports,Sports_Product_1,2,90.17,180.34,Massachusetts,5,2
ORD-02620,2024-04-07,Home & Kitchen,Home & Kitchen_Product_11,1,262.55,262.55,Texas,5,4
ORD-02621,2024-03-11,Clothing,Clothing_Product_14,2,111.04,222.08,Florida,4,4
ORD-02622,2023-10-10,Sports,Sports_Product_7,3,109.24,327.72,Georgia,4,2
ORD-02623,2024-07-15,Sports,Sports_Product_16,3,179.2,537.6,Massachusetts,4,5
ORD-02624,2024-08-29,Electronics,Electronics_Product_45,2,900.31,1800.62,Texas,4,5
ORD-02625,2024-04-07,Home & Kitchen,Home & Kitchen_Product_17,1,46.33,46.33,North Carolina,2,5
ORD-02626,2024-02-11,Electronics,Electronics_Product_11,2,1224.61,2449.22,Michigan,3,5
ORD-02627,2023-03-29,Clothing,Clothing_Product_1,2,198.97,397.94,Illinois,4,6
ORD-02628,2023-02-13,Electronics,Electronics_Product_25,3,1259.67,3779.01,Pennsylvania,3,5
ORD-02629,2024-04-05,Electronics,Electronics_Product_21,3,386.62,1159.86,New Jersey,4,3
ORD-02630,2023-10-05,Books,Books_Product_15,3,39.44,118.32,Arizona,3,6
ORD-02631,2024-11-13,Toys,Toys_Product_18,3,34.29,102.87,Illinois,4,5
ORD-02632,2024-02-25,Beauty,Beauty_Product_28,4,112.98,451.92,New York,4,2
ORD-02633,2024-12-01,Electronics,Electronics_Product_24,3,332.46,997.38,Michigan,4,6
ORD-02634,2023-12-19,Clothing,Clothing_Product_3,4,144.25,577.0,Georgia,4,5
ORD-02635,2024-11-26,Electronics,Electronics_Product_13,3,555.76,1667.28,Texas,4,4
ORD-02636,2024-05-29,Home & Kitchen,Home & Kitchen_Product_1,4,437.65,1750.6,North Carolina,4,6
ORD-02637,2024-12-03,Home & Kitchen,Home & Kitchen_Product_4,3,461.29,1383.87,North Carolina,5,1
ORD-02638,2024-09-21,Clothing,Clothing_Product_49,1,190.53,190.53,New York,5,3
ORD-02639,2023-01-19,Sports,Sports_Product_46,2,246.3,492.6,Pennsylvania,4,6
ORD-02640,2023-01-23,Electronics,Electronics_Product_45,2,599.63,1199.26,Florida,4,4
ORD-02641,2024-02-17,Electronics,Electronics_Product_33,1,953.83,953.83,North Carolina,4,5
ORD-02642,2023-01-30,Books,Books_Product_45,1,40.95,40.95,Georgia,4,10
ORD-02643,2023-04-18,Toys,Toys_Product_6,3,56.99,170.97,Florida,4,3
ORD-02644,2024-01-02,Electronics,Electronics_Product_44,3,1126.78,3380.34,Florida,3,4
ORD-02645,2023-10-08,Clothing,Clothing_Product_27,4,164.88,659.52,California,5,5
ORD-02646,2023-05-08,Beauty,Beauty_Product_17,4,135.67,542.68,Michigan,4,4
ORD-02647,2023-08-17,Home & Kitchen,Home & Kitchen_Product_9,2,427.11,854.22,Arizona,3,2
ORD-02648,2023-04-21,Clothing,Clothing_Product_13,3,90.68,272.04,Florida,5,2
ORD-02649,2023-05-16,Electronics,Electronics_Product_12,3,1010.7,3032.1,Massachusetts,4,4
ORD-02650,2023-12-28,Electronics,Electronics_Product_22,2,1502.58,3005.16,North Carolina,3,6
ORD-02651,2023-07-05,Sports,Sports_Product_33,1,198.58,198.58,Michigan,5,6
ORD-02652,2024-10-17,Books,Books_Product_41,4,11.12,44.48,Ohio,3,2
ORD-02653,2024-08-06,Sports,Sports_Product_17,3,73.3,219.9,Texas,4,5
ORD-02654,2023-05-09,Clothing,Clothing_Product_39,4,83.23,332.92,Pennsylvania,4,4
ORD-02655,2023-09-18,Electronics,Electronics_Product_28,2,1151.3,2302.6,Arizona,4,3
ORD-02656,2024-05-29,Electronics,Electronics_Product_2,2,1031.44,2062.88,Pennsylvania,4,4
ORD-02657,2024-03-24,Clothing,Clothing_Product_41,1,171.37,171.37,North Carolina,3,3
ORD-02658,2023-04-14,Clothing,Clothing_Product_17,3,18.27,54.81,Florida,4,7
ORD-02659,2024-04-27,Books,Books_Product_16,2,15.31,30.62,Texas,3,8
ORD-02660,2023-08-12,Clothing,Clothing_Product_16,4,184.78,739.12,Illinois,2,3
ORD-02661,2024-05-05,Clothing,Clothing_Product_19,1,116.66,116.66,Georgia,4,5
ORD-02662,2024-04-17,Sports,Sports_Product_13,4,29.61,118.44,New Jersey,3,3
ORD-02663,2023-01-10,Clothing,Clothing_Product_15,2,106.37,212.74,Massachusetts,4,3
ORD-02664,2024-02-09,Home & Kitchen,Home & Kitchen_Product_4,2,22.62,45.24,Virginia,3,2
ORD-02665,2023-10-29,Sports,Sports_Product_35,4,39.63,158.52,Massachusetts,3,5
ORD-02666,2023-08-19,Electronics,Electronics_Product_26,3,1897.13,5691.39,North Carolina,4,4
ORD-02667,2023-03-07,Books,Books_Product_30,2,44.8,89.6,Texas,4,7
ORD-02668,2023-04-22,Toys,Toys_Product_30,3,84.77,254.31,Florida,5,4
ORD-02669,2023-01-13,Home & Kitchen,Home & Kitchen_Product_26,3,45.2,135.6,Florida,2,4
ORD-02670,2024-01-28,Electronics,Electronics_Product_27,1,1232.91,1232.91,California,4,3
ORD-02671,2024-05-14,Clothing,Clothing_Product_37,4,190.71,762.84,Michigan,3,5
ORD-02672,2024-08-20,Home & Kitchen,Home & Kitchen_Product_23,1,51.27,51.27,Ohio,3,3
ORD-02673,2023-08-22,Clothing,Clothing_Product_35,4,199.85,799.4,Florida,4,6
ORD-02674,2024-08-24,Electronics,Electronics_Product_34,2,1853.4,3706.8,Washington,4,1
ORD-02675,2023-11-10,Electronics,Electronics_Product_42,4,804.23,3216.92,Georgia,5,3
ORD-02676,2024-07-19,Beauty,Beauty_Product_2,3,102.84,308.52,Washington,3,7
ORD-02677,2023-01-12,Sports,Sports_Product_29,3,78.34,235.02,California,5,6
ORD-02678,2023-07-28,Toys,Toys_Product_28,2,44.59,89.18,Washington,4,5
ORD-02679,2023-01-14,Home & Kitchen,Home & Kitchen_Product_21,2,164.96,329.92,Washington,3,5
ORD-02680,2024-09-24,Sports,Sports_Product_24,3,190.28,570.84,Ohio,5,7
ORD-02681,2024-02-22,Sports,Sports_Product_38,2,235.49,470.98,Virginia,4,6
ORD-02682,2024-03-12,Electronics,Electronics_Product_19,4,1096.54,4386.16,Ohio,3,6
ORD-02683,2024-01-12,Books,Books_Product_44,1,7.13,7.13,Ohio,3,2
ORD-02684,2023-01-20,Clothing,Clothing_Product_2,2,93.49,186.98,Pennsylvania,4,4
ORD-02685,2024-08-09,Sports,Sports_Product_19,4,131.78,527.12,North Carolina,3,6
ORD-02686,2023-03-11,Toys,Toys_Product_30,4,31.42,125.68,New York,4,5
ORD-02687,2023-07-30,Clothing,Clothing_Product_10,4,32.45,129.8,Pennsylvania,3,3
ORD-02688,2023-04-11,Books,Books_Product_38,2,32.25,64.5,Illinois,4,1
ORD-02689,2024-11-28,Clothing,Clothing_Product_25,1,67.92,67.92,Florida,4,2
ORD-02690,2023-05-12,Books,Books_Product_31,1,8.16,8.16,Arizona,4,6
ORD-02691,2024-09-14,Beauty,Beauty_Product_2,2,91.11,182.22,New Jersey,4,6
ORD-02692,2024-01-16,Home & Kitchen,Home & Kitchen_Product_7,1,273.16,273.16,Georgia,4,4
ORD-02693,2023-05-12,Home & Kitchen,Home & Kitchen_Product_35,2,227.44,454.88,Massachusetts,4,3
ORD-02694,2023-01-20,Home & Kitchen,Home & Kitchen_Product_27,1,453.89,453.89,Virginia,3,6
ORD-02695,2024-06-19,Beauty,Beauty_Product_21,1,19.37,19.37,Ohio,4,5
ORD-02696,2023-08-15,Books,Books_Product_24,2,46.02,92.04,Massachusetts,3,4
ORD-02697,2023-06-03,Beauty,Beauty_Product_20,3,8.44,25.32,Georgia,4,5
ORD-02698,2024-04-13,Beauty,Beauty_Product_39,3,109.0,327.0,California,3,3
ORD-02699,2024-02-09,Beauty,Beauty_Product_3,2,52.99,105.98,New York,2,5
ORD-02700,2023-07-21,Clothing,Clothing_Product_11,2,158.52,317.04,Pennsylvania,3,5
ORD-02701,2023-02-07,Books,Books_Product_45,4,27.64,110.56,Washington,4,8
ORD-02702,2023-07-07,Home & Kitchen,Home & Kitchen_Product_31,4,383.17,1532.68,New Jersey,5,7
ORD-02703,2023-02-26,Books,Books_Product_21,3,35.05,105.15,Washington,4,4
ORD-02704,2023-01-20,Sports,Sports_Product_31,4,174.33,697.32,Georgia,3,1
